"id","wwmeasureid","submited_datetime","analysisdate","reportdate","fractionAnalyzed","value","notes","covtype_id","sampleid_id"
1497,PAR_28042022_covN2_gc/L,2022-05-06 13:00:08,2022-05-02,2022-05-02,liquid,35935.0,"",1,427
1498,PAR_28042022_covE_gc/L,2022-05-06 13:00:08,2022-05-02,2022-05-02,liquid,23880.0,"",2,427
1499,PAF_02052022_covN2_gc/L,2022-05-06 13:01:13,2022-05-02,2022-05-02,liquid,326.0837,"",1,426
1500,PAF_02052022_covE_gc/L,2022-05-06 13:01:13,2022-05-02,2022-05-02,liquid,3599.7321,"",2,426
1501,PAF_28042022_covN2_gc/L,2022-05-06 13:01:35,2022-05-02,2022-05-02,liquid,24909.6705,"",1,425
1502,PAF_28042022_covE_gc/L,2022-05-06 13:01:35,2022-05-02,2022-05-02,liquid,10934.35,"",2,425
1503,VAT_02052022_covN2_gc/L,2022-05-06 13:01:53,2022-05-02,2022-05-02,liquid,233200.0,"",1,424
1504,VAT_02052022_covE_gc/L,2022-05-06 13:01:53,2022-05-02,2022-05-02,liquid,70253.0,"",2,424
1505,PAR_02052022_covN2_gc/L,2022-05-06 13:03:56,2022-05-02,2022-05-02,liquid,1831.75,"",1,428
1506,PAR_02052022_covE_gc/L,2022-05-06 13:03:56,2022-05-02,2022-05-02,liquid,42460.0,"",2,428
1507,AYI_28042022_covN2_gc/L,2022-05-06 13:04:39,2022-05-02,2022-05-02,liquid,11100.0,"",1,429
1508,AYI_28042022_covE_gc/L,2022-05-06 13:04:39,2022-05-02,2022-05-02,liquid,39450.0,"",2,429
1513,LAR_14042022_covE_PE-COD,2022-05-10 12:21:43,2022-04-18,2022-04-18,liquid,10865800000,"",3,433
1514,LAR_14042022_covN2_PE-COD,2022-05-10 12:21:43,2022-04-18,2022-04-18,liquid,1747680000,"",9,433
1515,LAR_18042022_covE_PE-COD,2022-05-10 12:22:40,2022-04-18,2022-04-18,liquid,35322033898,"",3,434
1516,LAR_18042022_covN2_PE-COD,2022-05-10 12:22:40,2022-04-18,2022-04-18,liquid,1655084746,"",9,434
1517,LAR_21042022_covE_PE-COD,2022-05-10 12:23:37,2022-04-25,2022-04-25,liquid,1849137931,"",3,435
1518,LAR_21042022_covN2_PE-COD,2022-05-10 12:23:37,2022-04-25,2022-04-25,liquid,3248635057,"",9,435
1519,LAR_25042022_covE_PE-COD,2022-05-10 12:24:25,2022-04-25,2022-04-25,liquid,3701757813,"",3,436
1520,LAR_25042022_covN2_PE-COD,2022-05-10 12:24:25,2022-04-25,2022-04-25,liquid,15596582031,"",9,436
1521,ANT_14042022_covE_PE-COD,2022-05-10 13:01:02,2022-04-18,2022-04-18,liquid,15845907928,"",3,437
1522,ANT_14042022_covN2_PE-COD,2022-05-10 13:01:02,2022-04-18,2022-04-18,liquid,666751918,"",9,437
1523,ANT_18042022_covE_PE-COD,2022-05-10 13:01:36,2022-04-18,2022-04-18,liquid,23434184184,"",3,438
1524,ANT_18042022_covN2_PE-COD,2022-05-10 13:01:36,2022-04-18,2022-04-18,liquid,1292142142,"",9,438
1525,ANT_21042022_covE_PE-COD,2022-05-10 13:02:17,2022-04-25,2022-04-25,liquid,918894515,"",3,439
1526,ANT_21042022_covN2_PE-COD,2022-05-10 13:02:17,2022-04-25,2022-04-25,liquid,5328270042,"",9,439
1527,ANT_25042022_covE_PE-COD,2022-05-10 13:03:04,2022-04-25,2022-04-25,liquid,3829337017,"",3,440
1528,ANT_25042022_covN2_PE-COD,2022-05-10 13:03:04,2022-04-25,2022-04-25,liquid,1035944751,"",9,440
1529,ANT_28042022_covE_PE-COD,2022-05-10 13:03:44,2022-05-02,2022-05-02,liquid,9857787810,"",3,441
1530,ANT_28042022_covN2_PE-COD,2022-05-10 13:03:44,2022-05-02,2022-05-02,liquid,6999774266,"",9,441
1531,ANT_02052022_covE_PE-COD,2022-05-10 13:04:33,2022-05-02,2022-05-02,liquid,2729328018,"",3,442
1532,ANT_02052022_covN2_PE-COD,2022-05-10 13:04:33,2022-05-02,2022-05-02,liquid,7702505695,"",9,442
1533,VAT_04042022_covE_PE-COD,2022-05-10 13:35:49,2022-04-04,2022-04-04,liquid,19362244898,"",3,443
1534,VAT_04042022_covN2_PE-COD,2022-05-10 13:35:49,2022-04-04,2022-04-04,liquid,22480548469,"",9,443
1535,VAT_07042022_covE_PE-COD,2022-05-10 13:36:23,2022-04-11,2022-04-11,liquid,45559451220,"",3,444
1536,VAT_07042022_covN2_PE-COD,2022-05-10 13:36:23,2022-04-11,2022-04-11,liquid,37896341463,"",9,444
1537,VAT_11042022_covE_PE-COD,2022-05-10 13:37:15,2022-04-11,2022-04-11,liquid,21553125000,"",3,445
1538,VAT_11042022_covN2_PE-COD,2022-05-10 13:37:15,2022-04-11,2022-04-11,liquid,25203750000,"",9,445
1539,VAT_14042022_covE_PE-COD,2022-05-10 13:37:52,2022-04-18,2022-04-18,liquid,15614420290,"",3,446
1540,VAT_14042022_covN2_PE-COD,2022-05-10 13:37:52,2022-04-18,2022-04-18,liquid,3731630435,"",9,446
1541,VAT_18042022_covE_PE-COD,2022-05-10 13:39:49,2022-04-18,2022-04-18,liquid,46855555556,"",3,447
1542,VAT_18042022_covN2_PE-COD,2022-05-10 13:39:49,2022-04-18,2022-04-18,liquid,16211111111,"",9,447
1543,VAT_21042022_covE_PE-COD,2022-05-10 13:40:29,2022-04-25,2022-04-25,liquid,20109098229,"",3,448
1544,VAT_21042022_covN2_PE-COD,2022-05-10 13:40:29,2022-04-25,2022-04-25,liquid,47812801932,"",9,448
1545,VAT_25042022_covE_PE-COD,2022-05-10 13:41:32,2022-04-25,2022-04-25,liquid,8470982143,"",3,449
1546,VAT_25042022_covN2_PE-COD,2022-05-10 13:41:32,2022-04-25,2022-04-25,liquid,6312723214,"",9,449
1547,VAT_28042022_covE_PE-COD,2022-05-10 13:42:12,2022-05-02,2022-05-02,liquid,9090096439,"",3,450
1548,VAT_28042022_covN2_PE-COD,2022-05-10 13:42:12,2022-05-02,2022-05-02,liquid,6710163205,"",9,450
1549,PAF_24032022_covE_PE-COD,2022-05-10 14:21:49,2022-03-28,2022-03-28,liquid,68104938272,"",3,451
1550,PAF_24032022_covN2_PE-COD,2022-05-10 14:21:49,2022-03-28,2022-03-28,liquid,16717883745,"",9,451
1551,PAF_28032022_covE_PE-COD,2022-05-10 14:22:38,2022-03-28,2022-03-28,liquid,41078323699,"",3,452
1552,PAF_28032022_covN2_PE-COD,2022-05-10 14:22:38,2022-03-28,2022-03-28,liquid,8684280000,"",9,452
1555,PAF_04042022_covE_PE-COD,2022-05-10 15:01:23,2022-04-04,2022-04-04,liquid,17249890639,"",3,454
1556,PAF_04042022_covN2_PE-COD,2022-05-10 15:01:23,2022-04-04,2022-04-04,liquid,14443493378,"",9,454
1557,PAF_07042022_covE_PE-COD,2022-05-10 15:02:03,2022-04-11,2022-04-11,liquid,1283570400,"",3,455
1558,PAF_07042022_covN2_PE-COD,2022-05-10 15:02:03,2022-04-11,2022-04-11,liquid,387841416,"",9,455
1559,PAF_11042022_covE_PE-COD,2022-05-10 15:02:52,2022-04-11,2022-04-11,liquid,2106676226,"",3,456
1560,PAF_11042022_covN2_PE-COD,2022-05-10 15:02:52,2022-04-11,2022-04-11,liquid,3934470909,"",9,456
1561,PAF_14042022_covE_PE-COD,2022-05-10 15:03:31,2022-04-18,2022-04-18,liquid,20248436957,"",3,457
1562,PAF_14042022_covN2_PE-COD,2022-05-10 15:03:31,2022-04-18,2022-04-18,liquid,599093587,"",9,457
1563,PAF_18042022_covE_PE-COD,2022-05-10 15:08:31,2022-04-18,2022-04-18,liquid,2130218200,"",3,458
1564,PAF_18042022_covN2_PE-COD,2022-05-10 15:08:31,2022-04-18,2022-04-18,liquid,780841822,"",9,458
1565,PAF_21042022_covE_PE-COD,2022-05-10 15:09:02,2022-04-25,2022-04-25,liquid,1295401920,"",3,459
1566,PAF_21042022_covN2_PE-COD,2022-05-10 15:09:02,2022-04-25,2022-04-25,liquid,1656003424,"",9,459
1567,PAF_25042022_covE_PE-COD,2022-05-10 15:09:46,2022-04-25,2022-04-25,liquid,2490515208,"",3,460
1568,PAF_25042022_covN2_PE-COD,2022-05-10 15:09:46,2022-04-25,2022-04-25,liquid,1512541972,"",9,460
1569,PAF_28042022_covE_PE-COD,2022-05-10 15:10:27,2022-05-02,2022-05-02,liquid,1392104745,"",3,461
1570,PAF_28042022_covN2_PE-COD,2022-05-10 15:10:27,2022-05-02,2022-05-02,liquid,3171370087,"",9,461
1571,PAF_02052022_covE_PE-COD,2022-05-10 15:11:05,2022-05-02,2022-05-02,liquid,403639685,"",3,462
1572,PAF_02052022_covN2_PE-COD,2022-05-10 15:11:05,2022-05-02,2022-05-02,liquid,36563922,"",9,462
1575,LIM_05052022_covN2_gc/L,2022-05-13 11:51:56,2022-05-09,2022-05-09,liquid,1542.0,"",1,465
1576,LIM_05052022_covE_gc/L,2022-05-13 11:51:56,2022-05-09,2022-05-09,liquid,1105.5,"",2,465
1577,LIM_09052022_covN2_gc/L,2022-05-13 11:52:39,2022-05-09,2022-05-09,liquid,4768.5,"",1,466
1578,LIM_09052022_covE_gc/L,2022-05-13 11:52:39,2022-05-09,2022-05-09,liquid,7139.5,"",2,466
1579,LIM_02052022_covN2_gc/L,2022-05-13 11:56:21,2022-05-02,2022-05-02,liquid,22000.0,"",1,467
1580,LIM_02052022_covE_gc/L,2022-05-13 11:56:21,2022-05-02,2022-05-02,liquid,3417.0,"",2,467
1581,LIM_28042022_covN2_gc/L,2022-05-13 11:57:35,2022-05-02,2022-05-02,liquid,503.6,"",1,468
1582,LIM_28042022_covE_gc/L,2022-05-13 11:57:35,2022-05-02,2022-05-02,liquid,7160.0,"",2,468
1583,LAR_05052022_covN2_gc/L,2022-05-13 11:58:31,2022-05-09,2022-05-09,liquid,4166.5,"",1,469
1584,LAR_05052022_covE_gc/L,2022-05-13 11:58:31,2022-05-09,2022-05-09,liquid,6268.0,"",2,469
1585,LAR_09052022_covN2_gc/L,2022-05-13 12:02:05,2022-05-09,2022-05-09,liquid,13770.0,"",1,470
1586,LAR_09052022_covE_gc/L,2022-05-13 12:02:05,2022-05-09,2022-05-09,liquid,10427.0,"",2,470
1587,ANT_05052022_covN2_gc/L,2022-05-13 12:03:50,2022-05-09,2022-05-09,liquid,6872.0,"",1,471
1588,ANT_05052022_covE_gc/L,2022-05-13 12:03:50,2022-05-09,2022-05-09,liquid,3292.5,"",2,471
1589,VAT_05052022_covN2_gc/L,2022-05-13 12:04:55,2022-05-09,2022-05-09,liquid,17899.5,"",1,472
1590,VAT_05052022_covE_gc/L,2022-05-13 12:04:55,2022-05-09,2022-05-09,liquid,4880.0,"",2,472
1591,VAT_09052022_covN2_gc/L,2022-05-13 12:05:43,2022-05-09,2022-05-09,liquid,6025.0,"",1,473
1592,VAT_09052022_covE_gc/L,2022-05-13 12:05:43,2022-05-09,2022-05-09,liquid,6576.0,"",2,473
1593,PAF_05052022_covN2_gc/L,2022-05-13 12:07:25,2022-05-09,2022-05-09,liquid,4197.0,"",1,474
1594,PAF_05052022_covE_gc/L,2022-05-13 12:07:25,2022-05-09,2022-05-09,liquid,6087.0,"",2,474
1595,PAF_09052022_covN2_gc/L,2022-05-13 12:08:07,2022-05-09,2022-05-09,liquid,8049.0,"",1,475
1596,PAF_09052022_covE_gc/L,2022-05-13 12:08:07,2022-05-09,2022-05-09,liquid,6150.0,"",2,475
1601,PAR_05052022_covN2_gc/L,2022-05-13 12:11:48,2022-05-09,2022-05-09,liquid,4197.0,"",1,478
1603,PAR_09052022_covN2_gc/L,2022-05-13 12:12:25,2022-05-09,2022-05-09,liquid,8049.0,"",1,479
1606,LAR_05052022_covE_PE-COD,2022-05-16 11:41:37,2022-05-09,2022-05-09,liquid,506226138,"",3,481
1607,LAR_05052022_covN2_PE-COD,2022-05-16 11:41:37,2022-05-09,2022-05-09,liquid,336501468,"",9,481
1608,LAR_09052022_covE_PE-COD,2022-05-16 11:42:21,2022-05-09,2022-05-09,liquid,929473258,"",3,482
1609,LAR_09052022_covN2_PE-COD,2022-05-16 11:42:21,2022-05-09,2022-05-09,liquid,1227471637,"",9,482
1610,PAF_05052022_covE_PE-COD,2022-05-16 11:44:36,2022-05-09,2022-05-09,liquid,163425406,"",3,483
1611,PAF_05052022_covN2_PE-COD,2022-05-16 11:44:36,2022-05-09,2022-05-09,liquid,302660350,"",9,483
1612,PAF_09052022_covE_PE-COD,2022-05-16 11:46:10,2022-05-09,2022-05-09,liquid,461549924,"",3,484
1613,PAF_09052022_covN2_PE-COD,2022-05-16 11:46:10,2022-05-09,2022-05-09,liquid,323811170,"",9,484
1614,PAR_04042022_covE_PE-COD,2022-05-16 11:47:04,2022-04-04,2022-04-04,liquid,18821472393,"",3,485
1615,PAR_04042022_covN2_PE-COD,2022-05-16 11:47:04,2022-04-04,2022-04-04,liquid,34565644172,"",9,485
1616,PAR_07042022_covE_PE-COD,2022-05-16 11:48:17,2022-04-11,2022-04-11,liquid,21122440273,"",3,486
1617,PAR_07042022_covN2_PE-COD,2022-05-16 11:48:17,2022-04-11,2022-04-11,liquid,12352005119,"",9,486
1618,PAR_11042022_covE_PE-COD,2022-05-16 11:49:02,2022-04-11,2022-04-11,liquid,15602719033,"",3,487
1602,PAR_05052022_covE_gc/L,2022-05-13 12:11:48,2022-05-09,2022-05-09,liquid,6087.0,"",2,478
1604,PAR_09052022_covE_gc/L,2022-05-13 12:12:25,2022-05-09,2022-05-09,liquid,6150.0,"",2,479
1619,PAR_11042022_covN2_PE-COD,2022-05-16 11:49:02,2022-04-11,2022-04-11,liquid,13358962739,"",9,487
1620,PAR_14042022_covE_PE-COD,2022-05-16 11:50:06,2022-04-18,2022-04-18,liquid,2411832947,"",3,488
1621,PAR_14042022_covN2_PE-COD,2022-05-16 11:50:06,2022-04-18,2022-04-18,liquid,1401585460,"",9,488
1622,PAR_18042022_covE_PE-COD,2022-05-16 11:50:40,2022-04-18,2022-04-18,liquid,2908382643,"",3,489
1623,PAR_18042022_covN2_PE-COD,2022-05-16 11:50:40,2022-04-18,2022-04-18,liquid,660054241,"",9,489
1624,PAR_21042022_covE_PE-COD,2022-05-16 11:51:23,2022-04-25,2022-04-25,liquid,2250366300,"",3,490
1625,PAR_21042022_covN2_PE-COD,2022-05-16 11:51:23,2022-04-25,2022-04-25,liquid,9076007.0,"",9,490
1626,PAR_25042022_covE_PE-COD,2022-05-16 11:51:59,2022-04-25,2022-04-25,liquid,1030041365,"",3,491
1627,PAR_25042022_covN2_PE-COD,2022-05-16 11:51:59,2022-04-25,2022-04-25,liquid,1531127.0,"",9,491
1628,PAR_28042022_covE_PE-COD,2022-05-16 11:52:22,2022-05-02,2022-05-02,liquid,3168636912,"",3,492
1629,PAR_28042022_covN2_PE-COD,2022-05-16 11:52:22,2022-05-02,2022-05-02,liquid,4768215.0,"",9,492
1630,AYI_04042022_covE_PE-COD,2022-05-16 11:54:38,2022-04-04,2022-04-04,liquid,6896257669,"",3,493
1631,AYI_04042022_covN2_PE-COD,2022-05-16 11:54:38,2022-04-04,2022-04-04,liquid,13384907975,"",9,493
1632,AYI_07042022_covE_PE-COD,2022-05-16 11:55:07,2022-04-11,2022-04-11,liquid,13416808874,"",3,494
1633,AYI_07042022_covN2_PE-COD,2022-05-16 11:55:07,2022-04-11,2022-04-11,liquid,5378924915,"",9,494
1634,AYI_11042022_covE_PE-COD,2022-05-16 11:55:34,2022-04-11,2022-04-11,liquid,50488281250,"",3,495
1635,AYI_11042022_covN2_PE-COD,2022-05-16 11:55:34,2022-04-11,2022-04-11,liquid,28147395833,"",9,495
1636,AYI_14042022_covE_PE-COD,2022-05-16 11:56:05,2022-04-18,2022-04-18,liquid,5884851217,"",3,496
1637,AYI_14042022_covN2_PE-COD,2022-05-16 11:56:05,2022-04-18,2022-04-18,liquid,1672317403,"",9,496
1638,AYI_18042022_covE_PE-COD,2022-05-16 11:56:45,2022-04-18,2022-04-18,liquid,16785635359,"",3,497
1639,AYI_18042022_covN2_PE-COD,2022-05-16 11:56:45,2022-04-18,2022-04-18,liquid,2375453039,"",9,497
1640,AYI_21042022_covE_PE-COD,2022-05-16 11:57:17,2022-04-25,2022-04-25,liquid,7789606742,"",3,498
1641,AYI_21042022_covN2_PE-COD,2022-05-16 11:57:17,2022-04-25,2022-04-25,liquid,9326825843,"",9,498
1642,AYI_25042022_covE_PE-COD,2022-05-16 11:57:53,2022-04-25,2022-04-25,liquid,23546352584,"",3,499
1643,AYI_25042022_covN2_PE-COD,2022-05-16 11:57:53,2022-04-25,2022-04-25,liquid,19211550152,"",9,499
1644,AYI_28042022_covE_PE-COD,2022-05-16 11:58:22,2022-05-02,2022-05-02,liquid,7137335526,"",3,500
1645,AYI_28042022_covN2_PE-COD,2022-05-16 11:58:22,2022-05-02,2022-05-02,liquid,2008223684,"",9,500
1,LIM_31012022_covE_gc/L,2022-02-11 11:27:43,2022-01-31,2022-01-31,liquid,86745.0,"",2,17
1652,ANT_09052022_covE_gc/L,2022-05-16 16:43:47,2022-05-12,2022-05-12,liquid,1843.0,"",2,506
1655,LIM_12052022_covN2_gc/L,2022-05-20 14:14:39,2022-05-16,2022-05-16,liquid,5582.25,"",1,508
1656,LIM_12052022_covE_gc/L,2022-05-20 14:14:39,2022-05-16,2022-05-16,liquid,30270.0,"",2,508
1658,LAR_12052022_covN2_gc/L,2022-05-20 14:17:48,2022-05-16,2022-05-16,liquid,312.0,"",1,510
1659,LAR_12052022_covE_gc/L,2022-05-20 14:17:48,2022-05-16,2022-05-16,liquid,14135.0,"",2,510
1660,LAR_16052022_covE_gc/L,2022-05-20 14:18:17,2022-05-16,2022-05-16,liquid,16480.0,"",2,511
1661,ANT_12052022_covN2_gc/L,2022-05-20 14:19:18,2022-05-16,2022-05-16,liquid,4042.0,"",1,512
1662,ANT_12052022_covE_gc/L,2022-05-20 14:19:18,2022-05-16,2022-05-16,liquid,26555.0,"",2,512
1663,ANT_16052022_covN2_gc/L,2022-05-20 14:19:55,2022-05-16,2022-05-16,liquid,4949.5,"",1,513
1664,ANT_16052022_covE_gc/L,2022-05-20 14:19:55,2022-05-16,2022-05-16,liquid,24515.0,"",2,513
1665,VAT_12052022_covN2_gc/L,2022-05-20 14:22:26,2022-05-16,2022-05-16,liquid,13130.0,"",1,514
1666,VAT_12052022_covE_gc/L,2022-05-20 14:22:26,2022-05-16,2022-05-16,liquid,13670.0,"",2,514
1667,VAT_16052022_covN2_gc/L,2022-05-20 14:25:08,2022-05-16,2022-05-16,liquid,20805.0,"",1,515
1668,VAT_16052022_covE_gc/L,2022-05-20 14:25:08,2022-05-16,2022-05-16,liquid,70990.0,"",2,515
1669,PAF_12052022_covN2_gc/L,2022-05-20 14:32:45,2022-05-16,2022-05-16,liquid,3250.495375,"",1,516
1670,PAF_12052022_covE_gc/L,2022-05-20 14:32:45,2022-05-16,2022-05-16,liquid,9164.7705,"",2,516
1671,PAF_16052022_covN2_gc/L,2022-05-20 14:33:58,2022-05-16,2022-05-16,liquid,1825.0,"",1,517
1672,PAF_16052022_covE_gc/L,2022-05-20 14:33:58,2022-05-16,2022-05-16,liquid,12772.0,"",2,517
1673,PAR_12052022_covN2_gc/L,2022-05-20 14:34:46,2022-05-16,2022-05-16,liquid,5380.5,"",1,518
1674,PAR_12052022_covE_gc/L,2022-05-20 14:34:46,2022-05-16,2022-05-16,liquid,41535.0,"",2,518
1675,PAR_16052022_covN2_gc/L,2022-05-20 14:35:18,2022-05-16,2022-05-16,liquid,6297.5,"",1,519
1676,PAR_16052022_covE_gc/L,2022-05-20 14:35:18,2022-05-16,2022-05-16,liquid,21435.0,"",2,519
1688,LIM_19052022_covN2_gc/L,2022-05-27 10:56:26,2022-05-23,2022-05-23,liquid,7736.0,"",1,526
1689,LIM_19052022_covE_gc/L,2022-05-27 10:56:26,2022-05-23,2022-05-23,liquid,23733.5,"",2,526
1690,LIM_23052022_covN2_gc/L,2022-05-27 11:05:51,2022-05-23,2022-05-23,liquid,9760.0,"",1,527
1691,LIM_23052022_covE_gc/L,2022-05-27 11:05:51,2022-05-23,2022-05-23,liquid,6141.5,"",2,527
1692,LAR_19052022_covN2_gc/L,2022-05-27 11:06:45,2022-05-23,2022-05-23,liquid,3041.0,"",1,528
1693,LAR_19052022_covE_gc/L,2022-05-27 11:06:45,2022-05-23,2022-05-23,liquid,4806.0,"",2,528
1694,LAR_23052022_covN2_gc/L,2022-05-27 11:07:30,2022-05-23,2022-05-23,liquid,14550.0,"",1,529
1695,LAR_23052022_covE_gc/L,2022-05-27 11:07:30,2022-05-23,2022-05-23,liquid,6087.0,"",2,529
1696,ANT_19052022_covN2_gc/L,2022-05-27 11:10:35,2022-05-23,2022-05-23,liquid,6118.0,"",1,530
1697,ANT_19052022_covE_gc/L,2022-05-27 11:10:35,2022-05-23,2022-05-23,liquid,24745.0,"",2,530
1698,VAT_19052022_covN2_gc/L,2022-05-27 11:18:18,2022-05-23,2022-05-23,liquid,33510.0,"",1,531
1699,VAT_19052022_covE_gc/L,2022-05-27 11:18:18,2022-05-23,2022-05-23,liquid,11014.5,"",2,531
1700,VAT_23052022_covN2_gc/L,2022-05-27 11:18:56,2022-05-23,2022-05-23,liquid,30424.0,"",1,532
1701,VAT_23052022_covE_gc/L,2022-05-27 11:18:56,2022-05-23,2022-05-23,liquid,16210.5,"",2,532
1702,PAF_19052022_covN2_gc/L,2022-05-27 11:19:48,2022-05-23,2022-05-23,liquid,9547.92,"",1,533
1703,PAF_19052022_covE_gc/L,2022-05-27 11:19:48,2022-05-23,2022-05-23,liquid,9447.05,"",2,533
1704,PAF_23052022_covN2_gc/L,2022-05-27 11:20:36,2022-05-23,2022-05-23,liquid,1974.1,"",1,534
1705,PAF_23052022_covE_gc/L,2022-05-27 11:20:36,2022-05-23,2022-05-23,liquid,5070.4,"",2,534
1716,LIM_26052022_covN2_gc/L,2022-06-03 09:43:46,2022-05-30,2022-05-30,liquid,7904.0,"",1,540
1717,LIM_26052022_covE_gc/L,2022-06-03 09:43:46,2022-05-30,2022-05-30,liquid,8842.5,"",2,540
1718,LIM_30052022_covN2_gc/L,2022-06-03 09:44:27,2022-05-30,2022-05-30,liquid,4963.5,"",1,541
1719,LIM_30052022_covE_gc/L,2022-06-03 09:44:27,2022-05-30,2022-05-30,liquid,7403.0,"",2,541
1720,LAR_26052022_covN2_gc/L,2022-06-03 09:45:25,2022-05-30,2022-05-30,liquid,5286.0,"",1,542
1721,LAR_26052022_covE_gc/L,2022-06-03 09:45:25,2022-05-30,2022-05-30,liquid,23923.0,"",2,542
1722,LAR_30052022_covN2_gc/L,2022-06-03 09:46:11,2022-05-30,2022-05-30,liquid,11580.0,"",1,543
1723,LAR_30052022_covE_gc/L,2022-06-03 09:46:11,2022-05-30,2022-05-30,liquid,33995.0,"",2,543
1724,ANT_26052022_covN2_gc/L,2022-06-03 09:47:21,2022-05-30,2022-05-30,liquid,14780.0,"",1,544
1725,ANT_26052022_covE_gc/L,2022-06-03 09:47:21,2022-05-30,2022-05-30,liquid,28325.0,"",2,544
1726,ANT_30052022_covN2_gc/L,2022-06-03 09:48:20,2022-05-30,2022-05-30,liquid,6152.0,"",1,545
1727,ANT_30052022_covE_gc/L,2022-06-03 09:48:20,2022-05-30,2022-05-30,liquid,21535.0,"",2,545
1728,VAT_26052022_covN2_gc/L,2022-06-03 09:49:09,2022-05-30,2022-05-30,liquid,14035.0,"",1,546
1729,VAT_26052022_covE_gc/L,2022-06-03 09:49:09,2022-05-30,2022-05-30,liquid,26260.0,"",2,546
1730,VAT_30052022_covN2_gc/L,2022-06-03 09:49:49,2022-05-30,2022-05-30,liquid,41050.0,"",1,547
1731,VAT_30052022_covE_gc/L,2022-06-03 09:49:49,2022-05-30,2022-05-30,liquid,89985.0,"",2,547
1732,PAF_26052022_covN2_gc/L,2022-06-03 09:54:04,2022-05-30,2022-05-30,liquid,9547.92,"",1,548
1733,PAF_26052022_covE_gc/L,2022-06-03 09:54:04,2022-05-30,2022-05-30,liquid,4692.84,"",2,548
1734,PAF_30052022_covN2_gc/L,2022-06-03 09:55:03,2022-05-30,2022-05-30,liquid,1974.13,"",1,549
1735,PAF_30052022_covE_gc/L,2022-06-03 09:55:03,2022-05-30,2022-05-30,liquid,4396.45,"",2,549
1745,LIM_02062022_covN2_gc/L,2022-06-10 13:44:27,2022-06-06,2022-06-06,liquid,42005.0,"",1,554
1746,LIM_02062022_covE_gc/L,2022-06-10 13:44:27,2022-06-06,2022-06-06,liquid,18860.0,"",2,554
1747,LIM_06062022_covN2_gc/L,2022-06-10 13:45:06,2022-06-06,2022-06-06,liquid,41760.0,"",1,555
1748,LIM_06062022_covE_gc/L,2022-06-10 13:45:06,2022-06-06,2022-06-06,liquid,19270.0,"",2,555
1749,LAR_02062022_covN2_gc/L,2022-06-10 13:45:45,2022-06-06,2022-06-06,liquid,45130.0,"",1,556
1750,LAR_02062022_covE_gc/L,2022-06-10 13:45:45,2022-06-06,2022-06-06,liquid,10869.5,"",2,556
1751,LAR_06062022_covN2_gc/L,2022-06-10 13:46:21,2022-06-06,2022-06-06,liquid,25510.0,"",1,557
1752,LAR_06062022_covE_gc/L,2022-06-10 13:46:21,2022-06-06,2022-06-06,liquid,9589.0,"",2,557
1753,ANT_02062022_covN2_gc/L,2022-06-10 13:46:54,2022-06-06,2022-06-06,liquid,42170.0,"",1,558
1754,ANT_02062022_covE_gc/L,2022-06-10 13:46:54,2022-06-06,2022-06-06,liquid,6392.5,"",2,558
1756,VAT_02062022_covN2_gc/L,2022-06-10 13:48:20,2022-06-06,2022-06-06,liquid,55575.0,"",1,559
1759,VAT_02062022_covE_gc/L,2022-06-10 13:49:22,2022-06-06,2022-06-06,liquid,15109.5,"",2,559
1760,VAT_06062022_covN2_gc/L,2022-06-10 13:49:59,2022-06-06,2022-06-06,liquid,139650.0,"",1,560
1761,VAT_06062022_covE_gc/L,2022-06-10 13:49:59,2022-06-06,2022-06-06,liquid,85485.0,"",2,560
1762,PAF_02062022_covN2_gc/L,2022-06-10 13:51:03,2022-06-06,2022-06-06,liquid,7683.5,"",1,561
1763,PAF_02062022_covE_gc/L,2022-06-10 13:51:03,2022-06-06,2022-06-06,liquid,2998.2,"",2,561
1764,PAF_06062022_covN2_gc/L,2022-06-10 13:51:43,2022-06-06,2022-06-06,liquid,5625.99,"",1,562
1765,PAF_06062022_covE_gc/L,2022-06-10 13:51:43,2022-06-06,2022-06-06,liquid,2709.28,"",2,562
1773,ANT_06062022_covE_gc/L,2022-06-10 13:56:01,2022-06-06,2022-06-06,liquid,10169.0,"",2,567
1774,ANT_05052022_covE_PE-COD,2022-06-14 13:35:53,2022-05-09,2022-05-09,liquid,299318182,"",3,471
1775,ANT_05052022_covN2_PE-COD,2022-06-14 13:35:53,2022-05-09,2022-05-09,liquid,624727273,"",9,471
1776,ANT_09052022_covE_PE-COD,2022-06-14 13:36:40,2022-05-09,2022-05-09,liquid,172683135,"",3,506
1777,ANT_12052022_covE_PE-COD,2022-06-14 13:50:47,2022-05-16,2022-05-16,liquid,2617428315,"",3,512
1778,ANT_12052022_covN2_PE-COD,2022-06-14 13:50:47,2022-05-16,2022-05-16,liquid,398405018,"",9,512
1779,ANT_16052022_covE_PE-COD,2022-06-14 13:51:20,2022-05-16,2022-05-16,liquid,3835917496,"",3,513
1780,ANT_16052022_covN2_PE-COD,2022-06-14 13:51:20,2022-05-16,2022-05-16,liquid,774459459,"",9,513
1781,ANT_19052022_covE_PE-COD,2022-06-14 13:52:12,2022-05-23,2022-05-23,liquid,3065259009,"",3,530
1782,ANT_19052022_covN2_PE-COD,2022-06-14 13:52:12,2022-05-23,2022-05-23,liquid,757860360,"",9,530
